StudentID,Name,SectionID,Scheme
S1339,ACWMO,SEC04,A
S1340,QZRWS,SEC04,A
S1341,BRFEZ,SEC04,A
S1342,VXRIV,SEC04,A
S1343,UZDOW,SEC04,A
S1344,DQJXT,SEC04,A
S1345,CCDTA,SEC04,A
S1346,XFHER,SEC04,A
S1347,WFSOR,SEC04,A
S1348,WMUHI,SEC04,A
S1349,KQSMT,SEC04,A
S1350,VMZBF,SEC04,A
S1351,XQQOM,SEC04,A
S1352,YZJGK,SEC04,A
S1353,ZHXIV,SEC04,A
S1354,NHOBH,SEC04,A
S1355,YPYNT,SEC04,A
S1356,YGSPO,SEC04,A
S1357,MYAWH,SEC04,A
S1358,ETEQG,SEC04,A
S1359,UFUTL,SEC04,A
S1360,REFTR,SEC04,A
S1361,XCIZB,SEC04,A
S1362,SVPGL,SEC04,A
S1363,ZLKGN,SEC04,A
S1364,SOLNB,SEC04,A
S1365,FHKWI,SEC04,A
S1366,KSRLA,SEC04,A
S1367,IQHRF,SEC04,A
S1368,JSRXX,SEC04,A
S1369,AGBQI,SEC04,A
S1370,XCILD,SEC04,A
S1371,OLBCC,SEC04,A
S1372,TZUEN,SEC04,A
S1373,JQYCS,SEC04,A
S1374,VSCGB,SEC04,A
S1375,NPNNV,SEC04,A
S1376,WMEDL,SEC04,A
S1377,YGZKN,SEC04,A
S1378,AUNYG,SEC04,A
S1379,VGTRO,SEC04,A
S1380,WUBZX,SEC04,A
S1381,VORFK,SEC04,A
S1382,AFIHC,SEC04,A
S1383,HZORQ,SEC04,A
S1384,KFRZP,SEC04,A
S1385,CMIPI,SEC04,A
S1386,RNCEL,SEC04,A
S1387,RKDNH,SEC04,A
S1388,NRHDI,SEC04,A
S1389,GXWRJ,SEC04,A
S1390,EEQMI,SEC04,A
S1391,LBJUF,SEC04,A
S1392,HUQKM,SEC04,A
S1393,UWUPA,SEC04,A
S1394,CAGVJ,SEC04,A
S1395,XJMMM,SEC04,A
S1396,UCKBK,SEC04,A
S1397,IFOWR,SEC04,A
S1398,YQQPT,SEC04,A
S1399,PPANQ,SEC04,A
S1400,FHILY,SEC05,A
S1401,DTRMN,SEC05,A
S1402,XNHRE,SEC05,A
S1403,PYWLU,SEC05,A
S1404,FMLTX,SEC05,A
S1405,FHHUR,SEC05,A
S1406,VPQLJ,SEC05,A
S1407,HNKYW,SEC05,A
S1408,NNZCY,SEC05,A
S1409,KFSBK,SEC05,A
S1410,TUQZT,SEC05,A
S1411,KMTRS,SEC05,A
S1412,HTGYL,SEC05,A
S1413,EYQPN,SEC05,A
S1414,GYWPJ,SEC05,A
S1415,VLBRU,SEC05,A
S1416,CYMDL,SEC05,A
S1417,DOWSD,SEC05,A
S1418,XPPYD,SEC05,A
S1419,MAWRA,SEC05,A
S1420,AUMOC,SEC05,A
S1421,NMAOG,SEC05,A
S1422,LUPOF,SEC05,A
S1423,CUWKW,SEC05,A
S1424,NPRJZ,SEC05,A
S1425,YNDMB,SEC05,A
S1426,CHVGC,SEC05,A
S1427,SQJTO,SEC05,A
S1428,WPDLT,SEC05,A
S1429,ARNTJ,SEC05,A
S1430,VDMWJ,SEC05,A
S1431,TAGYP,SEC05,A
S1432,LJGFL,SEC05,A
S1433,OWPRB,SEC05,A
S1434,IBQOP,SEC05,A
S1435,RIEHG,SEC05,A
S1436,QWRMA,SEC05,A
S1437,QKLAC,SEC05,A
S1438,GGSAQ,SEC05,A
S1439,YDJXC,SEC05,A
S1440,UDKED,SEC05,A
S1441,LALXF,SEC05,A
S1442,SBZBD,SEC05,A
S1443,RECCC,SEC05,A
S1444,YGLLC,SEC05,A
S1445,GUTEA,SEC05,A
S1446,PNWXQ,SEC05,A
S1447,KVMLV,SEC05,A
S1448,HFCMA,SEC05,A
S1449,PULGU,SEC05,A
S1450,YRHRF,SEC05,A
S1451,POTGZ,SEC05,A
S1452,FAYOB,SEC05,A
S1453,BNQSN,SEC05,A
S1454,PPGVT,SEC05,A
S1455,RXOJR,SEC05,A
S1456,RKHBV,SEC05,A
S1457,ILNAI,SEC05,A
S1458,QLGHD,SEC05,A
S1459,YYZNK,SEC05,A
S1460,YIWIG,SEC05,A
S1461,AUPSH,SEC05,A
S1462,EPJXZ,SEC05,A
S1463,LKNQS,SEC05,A
S1464,VSPJK,SEC05,A
S1465,QBGWL,SEC05,A
S1466,YDXVN,SEC05,A
S1467,FNKLN,SEC05,A
S1468,JENHV,SEC05,A
S1469,ZKARJ,SEC05,A
S1470,PCPBM,SEC05,A
S1471,COBRW,SEC05,A
S1472,TWUHL,SEC05,A
S1473,BHJMP,SEC05,A
S1474,DOESA,SEC05,A
S1475,KJYIV,SEC05,A
S1476,BJTBY,SEC05,A
S1477,JORYU,SEC05,A
S1478,TBSJF,SEC05,A
S1479,CHKFO,SEC05,A
S1480,AOTJI,SEC05,A
S1481,ZQLYY,SEC05,A
S1482,UGIIP,SEC05,A
S1483,HNFCN,SEC05,A
S1484,HZWAK,SEC05,A
S1485,RAQMO,SEC05,A
S1486,ZUTRI,SEC05,A
S1487,ZFBFK,SEC05,A
S1488,AHCBI,SEC05,A
S1489,CKNUC,SEC05,A
S1490,OBJMS,SEC05,A
S1491,KULQB,SEC05,A
S1492,LFJLU,SEC05,A
S1493,QYRGO,SEC05,A
S1494,CHBEN,SEC05,A
S1495,ZMIMJ,SEC05,A
S1496,DNQAU,SEC05,A
S1497,HAKHO,SEC05,A
S1498,UNQJL,SEC05,A
S1499,VYLGF,SEC05,A
S1500,NUFEU,SEC06,A
S1501,XVBYB,SEC06,A
S1502,VDNQZ,SEC06,A
S1503,ASJHM,SEC06,A
S1504,VIABJ,SEC06,A
S1505,RGMNS,SEC06,A
S1506,NRMUU,SEC06,A
S1507,FLTAB,SEC06,A
S1508,NDDBW,SEC06,A
S1509,HEHMR,SEC06,A
S1510,SXYVX,SEC06,A
S1511,HQNUE,SEC06,A
S1512,IBNJL,SEC06,A
S1513,QWYNB,SEC06,A
S1514,LNXOQ,SEC06,A
S1515,YZBIK,SEC06,A
S1516,EHKXD,SEC06,A
S1517,YWBIW,SEC06,A
S1518,LXAWH,SEC06,A
S1519,KGNGM,SEC06,A
S1520,DSQQU,SEC06,A
S1521,OPBDF,SEC06,A
S1522,OHKTF,SEC06,A
S1523,IPSZE,SEC06,A
S1524,IQNKY,SEC06,A
S1525,JQKQU,SEC06,A
S1526,DCDTQ,SEC06,A
S1527,CCSBT,SEC06,A
S1528,JAFEV,SEC06,A
S1529,ILMWW,SEC06,A
S1530,FWPUI,SEC06,A
S1531,UIAIP,SEC06,A
S1532,SVFFC,SEC06,A
S1533,KIMLD,SEC06,A
S1534,SRDWC,SEC06,A
S1535,CTRUC,SEC06,A
S1536,MLOUQ,SEC06,A
S1537,ZRQIF,SEC06,A
S1538,BZPKF,SEC06,A
S1539,MSENF,SEC06,A
S1540,HIDCV,SEC06,A
S1541,QEESP,SEC06,A
S1542,RLZNT,SEC06,A
S1543,GTPPL,SEC06,A
S1544,BDPTQ,SEC06,A
S1545,ZUGJR,SEC06,A
S1546,OCLZS,SEC06,A
S1547,PMRAL,SEC06,A
S1548,OTQYN,SEC06,A
S1549,ZDSIZ,SEC06,A
S1550,HKKLZ,SEC06,A
S1551,XYZNG,SEC06,A
S1552,AGJRJ,SEC06,A
S1553,OOUAW,SEC06,A
S1554,DNCBM,SEC06,A
S1555,HNYAA,SEC06,A
S1556,FPCVO,SEC06,A
S1557,VFCLR,SEC06,A
S1558,AEZOT,SEC06,A
S1559,PWBEM,SEC06,A
S1560,RNFTA,SEC06,A
S1561,EKZWX,SEC06,A
S1562,JDWQK,SEC06,A
S1563,ZPCRB,SEC06,A
S1564,COBVX,SEC06,A
S1565,UTHNA,SEC06,A
S1566,UTDUF,SEC06,A
S1567,AGSDC,SEC06,A
S1568,QSEAT,SEC06,A
S1569,GQEXP,SEC06,A
S1570,EGEIF,SEC06,A
S1571,QIXIF,SEC06,A
S1572,XKLOJ,SEC06,A
S1573,FUGDX,SEC06,A
S1574,FKEPK,SEC06,A
S1575,MEZGG,SEC06,A
S1576,NIVXE,SEC06,A
S1577,EKPZO,SEC06,A
S1578,EWUZH,SEC06,A
S1579,JKTMV,SEC06,A
S1580,WOTHJ,SEC06,A
S1581,QZJIX,SEC06,A
S1582,TIIEO,SEC06,A
S1583,FDRXG,SEC06,A
S1584,WFZTP,SEC06,A
S1585,INDDO,SEC06,A
S1586,WHIVI,SEC06,A
S1587,HFLXB,SEC06,A
S1588,QTRWD,SEC06,A
S1589,CVQRV,SEC06,A
S1590,RQUGC,SEC06,A
S1591,ZXVXV,SEC06,A
S1592,SBBJJ,SEC06,A
S1593,GHDWV,SEC06,A
S1594,BPRKT,SEC06,A
S1595,UJVFO,SEC06,A
S1596,BOWPD,SEC06,A
S1597,CRGCK,SEC06,A
S1598,BIQPP,SEC06,A
S1599,BDRFX,SEC06,A
S1600,SOYFW,SEC07,A
S1601,UBCHN,SEC07,A
S1602,LBTUZ,SEC07,A
S1603,TXOJV,SEC07,A
S1604,ZHLCK,SEC07,A
S1605,DURHW,SEC07,A
S1606,TADXR,SEC07,A
S1607,QXJNP,SEC07,A
S1608,DINIP,SEC07,A
S1609,YMERB,SEC07,A
S1610,PJDYC,SEC07,A
S1611,XLMWZ,SEC07,A
S1612,YGJZC,SEC07,A
S1613,IDJKZ,SEC07,A
S1614,DRJMW,SEC07,A
S1615,VILYG,SEC07,A
S1616,GVFRM,SEC07,A
S1617,CQXHA,SEC07,A
S1618,QLNUK,SEC07,A
S1619,YISRD,SEC07,A
S1620,AFETW,SEC07,A
S1621,PDUWU,SEC07,A
S1622,IAXTS,SEC07,A
S1623,ZVEWT,SEC07,A
S1624,EZDGR,SEC07,A
S1625,VGEKF,SEC07,A
S1626,BBTXP,SEC07,A
S1627,ZTGCF,SEC07,A
S1628,OYDPP,SEC07,A
S1629,DOZLN,SEC07,A
S1630,LISIL,SEC07,A
S1631,TXFSC,SEC07,A
S1632,SREDE,SEC07,A
S1633,XBDWX,SEC07,A
S1634,FDPBV,SEC07,A
S1635,YTZKC,SEC07,A
S1636,SPPZT,SEC07,A
S1637,PXTNQ,SEC07,A
S1638,GCZCT,SEC07,A
S1639,UWQIW,SEC07,A
S1640,EFMXD,SEC07,A
S1641,ONLCC,SEC07,A
S1642,ZAYEU,SEC07,A
S1643,YOOGN,SEC07,A
S1644,MQAHJ,SEC07,A
S1645,CPGHU,SEC07,A
S1646,IXCOX,SEC07,A
S1647,BQQAQ,SEC07,A
S1648,DUQMM,SEC07,A
S1649,IQUAZ,SEC07,A
S1650,JLAYD,SEC07,A
S1651,SGNAX,SEC07,A
S1652,LQTXK,SEC07,A
S1653,ITCYO,SEC07,A
S1654,VIVGR,SEC07,A
S1655,VMILM,SEC07,A
S1656,TPPRV,SEC07,A
S1657,YUFUU,SEC07,A
S1658,FTZMU,SEC07,A
S1659,SPDZL,SEC07,A
S1660,TCJVS,SEC07,A
S1661,AZSKS,SEC07,A
S1662,RAUCJ,SEC07,A
S1663,OPYOP,SEC07,A
S1664,OQOPX,SEC07,A
S1665,ZDPPF,SEC07,A
S1666,BKFIL,SEC07,A
S1667,UURQE,SEC07,A
S1668,WJTNR,SEC07,A
S1669,QKBBH,SEC07,A
S1670,QBXHO,SEC07,A
S1671,XJSMF,SEC07,A
S1672,RGUYR,SEC07,A
S1673,EXCTF,SEC07,A
S1674,MCDUD,SEC07,A
S1675,WLDZY,SEC07,A
S1676,EZZFD,SEC07,A
S1677,OXLQH,SEC07,A
S1678,HZFSS,SEC07,A
S1679,QTMLC,SEC07,A
S1680,NFXPN,SEC07,A
S1681,BRIRE,SEC07,A
S1682,EFMLJ,SEC07,A
S1683,RSVJY,SEC07,A
S1684,IGRAM,SEC07,A
S1685,VPWXJ,SEC07,A
S1686,OVTEL,SEC07,A
S1687,SIDHN,SEC07,A
S1688,IYZZQ,SEC07,A
S1689,OQSLM,SEC07,A
S1690,TYAYG,SEC07,A
S1691,GJEQU,SEC07,A
S1692,YOERE,SEC07,A
S1693,WVVOT,SEC07,A
S1694,JHJZR,SEC07,A
S1695,VYSRS,SEC07,A
S1696,GVNHZ,SEC07,A
S1697,FWIFB,SEC07,A
S1698,QSIZN,SEC07,A
S1699,QKBAP,SEC07,A
S1700,QMLZF,SEC08,A
S1701,UXDCL,SEC08,A
S1702,NWWAW,SEC08,A
S1703,NIKAL,SEC08,A
S1704,FOXZR,SEC08,A
S1705,YCEBA,SEC08,A
S1706,CWKHN,SEC08,A
S1707,LOYDO,SEC08,A
S1708,RPMOK,SEC08,A
S1709,BEYCN,SEC08,A
S1710,HAFCD,SEC08,A
S1711,GMJRI,SEC08,A
S1712,OHAET,SEC08,A
S1713,GSMMO,SEC08,A
S1714,OCUAQ,SEC08,A
S1715,IKWJB,SEC08,A
S1716,OQUHX,SEC08,A
S1717,VEKZQ,SEC08,A
S1718,QPJEL,SEC08,A
S1719,UWWET,SEC08,A
S1720,HTLZH,SEC08,A
S1721,NGNJU,SEC08,A
S1722,YEYRA,SEC08,A
S1723,VYDQK,SEC08,A
S1724,WPYVE,SEC08,A
S1725,VBREY,SEC08,A
S1726,TJNRL,SEC08,A
S1727,YWECG,SEC08,A
S1728,WHTWE,SEC08,A
S1729,MBSII,SEC08,A
S1730,HQKRM,SEC08,A
S1731,KXTMO,SEC08,A
S1732,YRPLH,SEC08,A
S1733,DMNZE,SEC08,A
S1734,NRBBG,SEC08,A
S1735,HJFEC,SEC08,A
S1736,EAQQQ,SEC08,A
S1737,KFUFE,SEC08,A
S1738,LRTSW,SEC08,A
S1739,XJFDP,SEC08,A
S1740,RIXRW,SEC08,A
S1741,MRDAT,SEC08,A
S1742,TGRCV,SEC08,A
S1743,BRTRS,SEC08,A
S1744,QOBPK,SEC08,A
S1745,SQUMO,SEC08,A
S1746,KPBBN,SEC08,A
S1747,HHVCJ,SEC08,A
S1748,AAZGN,SEC08,A
S1749,RLQPL,SEC08,A
S1750,AVLEV,SEC08,A
S1751,FHACO,SEC08,A
S1752,DSGVF,SEC08,A
S1753,HJFZQ,SEC08,A
S1754,CFQCV,SEC08,A
S1755,BTZNX,SEC08,A
S1756,VUPHV,SEC08,A
S1757,OXVEB,SEC08,A
S1758,IAZVS,SEC08,A
S1759,MMLNF,SEC08,A
S1760,WIQIS,SEC08,A
S1761,KLCYP,SEC08,A
S1762,FPVQN,SEC08,A
S1763,GDPDP,SEC08,A
S1764,UAIWB,SEC08,A
S1765,ZAIJM,SEC08,A
S1766,TXXPU,SEC08,A
S1767,YQFBW,SEC08,A
S1768,HQYPW,SEC08,A
S1769,AYXCY,SEC08,A
S1770,GBFEW,SEC08,A
S1771,LHEUF,SEC08,A
S1772,WOJGP,SEC08,A
S1773,APZEZ,SEC08,A
S1774,CMXEL,SEC08,A
S1775,CEWMO,SEC08,A
S1776,KKVTT,SEC08,A
S1777,NKLXB,SEC08,A
S1778,BAOMG,SEC08,A
S1779,LLXTM,SEC08,A
S1780,AQHKU,SEC08,A
S1781,WVZQN,SEC08,A
S1782,QBJYR,SEC08,A
S1783,AXEXP,SEC08,A
S1784,PTCVK,SEC08,A
S1785,WUXUK,SEC08,A
S1786,WUKAD,SEC08,A
S1787,FTWYW,SEC08,A
S1788,HRVMP,SEC08,A
S1789,QRUPN,SEC08,A
S1790,JECPE,SEC08,A
S1791,OIZDP,SEC08,A
S1792,DRLPC,SEC08,A
S1793,GKDBZ,SEC08,A
S1794,OXSMK,SEC08,A
S1795,JVKDM,SEC08,A
S1796,QPCAY,SEC08,A
S1797,EEHWU,SEC08,A
S1798,AOTQU,SEC08,A
S1799,TVYIS,SEC08,A
S1800,MXFJV,SEC09,A
S1801,ZGLYX,SEC09,A
S1802,MHRCX,SEC09,A
S1803,ANGXF,SEC09,A
S1804,GOLKS,SEC09,A
S1805,ALGTX,SEC09,A
S1806,TGBUW,SEC09,A
S1807,LNLSK,SEC09,A
S1808,UPIWU,SEC09,A
S1809,NFRXU,SEC09,A
S1810,QNPRS,SEC09,A
S1811,HOBXQ,SEC09,A
S1812,KDANH,SEC09,A
S1813,EOJZF,SEC09,A
S1814,AZLDW,SEC09,A
S1815,RCTPA,SEC09,A
S1816,JCFXO,SEC09,A
S1817,NVYWQ,SEC09,A
